Company_ID,Industry_Type,Date,Energy_Demand_MWh,Fuel_Type,Emission_Produced_tCO2,Emission_Allowance_tCO2,Carbon_Price_USD_per_t,Transaction_Type,Credits_Traded_tCO2,Verification_Status,Compliance_Cost_USD,Optimization_Scenario,Carbon_Cost_Savings_USD,Target_Trade_Action
C051,Energy,2024-05-10,1107.82,Natural Gas,643.64,740.64,25.36,Buy,172,Verified,13508.07,Low_Demand,676.52,1
C046,Manufacturing,2024-02-18,1689.45,Coal,574.95,506.95000000000005,32.27,Buy,42,Disputed,9664.57,Low_Demand,2861.62,1
C078,Manufacturing,2024-11-08,911.73,Mixed Fuel,588.51,493.51,20.77,Sell,75,Disputed,12282.12,High_Demand,1322.96,0
C050,Manufacturing,2024-07-04,885.07,Coal,318.84,360.84,29.6,Buy,96,Disputed,9733.51,High_Demand,623.98,1
C014,Steel,2025-10-20,1544.67,Renewable,707.11,667.11,27.55,Buy,63,Verified,8643.76,Low_Demand,2973.13,1
C035,Energy,2025-04-12,1399.6,Mixed Fuel,483.82,319.82,21.69,Buy,49,Verified,16160.55,High_Demand,1702.49,1
C085,Cement,2024-05-14,522.23,Renewable,369.14,300.14,22.83,Buy,198,Disputed,13253.2,High_Demand,1084.21,1
C060,Manufacturing,2025-08-06,2178.91,Renewable,1386.17,1245.17,23.39,Buy,131,Verified,17511.15,High_Demand,2237.93,1
C077,Energy,2024-12-13,916.39,Coal,385.69,538.69,29.04,Buy,106,Verified,19248.39,High_Demand,1653.05,1
C066,Manufacturing,2025-04-09,1237.39,Renewable,393.58,326.58,34.91,Sell,36,Disputed,14772.2,Price_Surge,1972.09,0
C097,Cement,2025-12-13,965.44,Natural Gas,382.05,569.05,22.78,Sell,88,Disputed,5084.26,Low_Demand,2456.53,0
C049,Steel,2025-06-04,2080.44,Renewable,1598.69,1583.69,25.37,Buy,172,Disputed,15710.93,Low_Demand,2782.78,1
C034,Manufacturing,2025-10-24,1991.41,Natural Gas,1226.72,1285.72,25.15,Buy,59,Disputed,9424.21,Low_Demand,575.21,1
C089,Energy,2024-08-03,2485.96,Coal,1143.11,1153.11,32.5,Buy,125,Verified,12978.02,Low_Demand,959.04,1
C023,Energy,2025-03-14,1007.98,Natural Gas,745.18,716.18,23.45,Buy,125,Disputed,8011.58,Price_Surge,1081.12,1
C071,Cement,2025-12-02,2366.43,Renewable,1487.79,1584.79,27.19,Sell,100,Verified,17433.91,Price_Surge,823.04,0
C069,Steel,2025-11-21,1262.24,Mixed Fuel,612.92,491.91999999999996,31.72,Sell,167,Verified,19135.47,High_Demand,855.5,0
C017,Steel,2024-11-16,881.56,Renewable,638.86,773.86,24.84,Sell,50,Disputed,14193.37,Price_Surge,2470.51,0
C072,Cement,2025-05-25,724.49,Renewable,571.08,591.08,24.99,Sell,38,Disputed,19182.42,High_Demand,1043.08,0
C073,Manufacturing,2024-12-23,1124.88,Renewable,871.31,1043.31,21.4,Sell,181,Disputed,13007.56,High_Demand,2043.99,0
C010,Energy,2024-01-13,2326.26,Renewable,826.73,988.73,33.05,Buy,121,Verified,10838.46,High_Demand,2890.01,1
C021,Steel,2025-08-07,2504.32,Natural Gas,970.84,946.84,21.95,Sell,198,Verified,19905.97,Price_Surge,1744.0,0
C005,Cement,2024-07-12,2984.56,Natural Gas,2090.47,2076.47,27.7,Buy,168,Verified,19627.09,Low_Demand,2379.41,1
C050,Cement,2024-06-18,864.76,Natural Gas,660.0,647.0,31.0,Buy,30,Verified,18296.68,Price_Surge,2016.03,1
C005,Manufacturing,2024-01-03,2585.75,Coal,1656.15,1848.15,30.87,Sell,104,Verified,17620.06,Low_Demand,2470.14,0
C092,Manufacturing,2025-07-18,1139.41,Coal,720.53,647.53,22.56,Sell,85,Verified,16839.44,High_Demand,2668.77,0
C021,Cement,2025-02-10,2230.57,Mixed Fuel,1335.88,1143.88,28.2,Sell,21,Disputed,8181.62,Low_Demand,2373.08,0
C059,Manufacturing,2024-01-03,1164.91,Coal,747.03,732.03,29.71,Buy,32,Verified,6967.7,Low_Demand,2431.88,1
C030,Steel,2025-04-25,2839.76,Renewable,1032.45,1213.45,26.62,Sell,63,Verified,10462.45,Low_Demand,2465.65,0
C041,Manufacturing,2024-09-19,553.26,Mixed Fuel,359.09,328.09,20.32,Buy,123,Verified,17759.14,Price_Surge,2284.65,1
C075,Manufacturing,2025-02-02,1952.02,Renewable,1252.86,1193.86,23.23,Sell,131,Disputed,12306.22,Price_Surge,2421.86,0
C094,Cement,2025-09-01,2988.21,Mixed Fuel,1214.94,1233.94,34.7,Sell,178,Disputed,9861.34,Price_Surge,1454.29,0
C059,Steel,2025-02-13,1277.5,Renewable,764.52,833.52,34.84,Sell,193,Disputed,13784.43,Low_Demand,1852.35,0
C058,Steel,2024-09-21,1657.17,Mixed Fuel,807.69,972.69,32.98,Buy,33,Disputed,17210.58,Low_Demand,1896.82,1
C025,Cement,2025-06-30,1659.61,Coal,969.28,812.28,27.64,Sell,80,Verified,11051.44,Low_Demand,2212.37,0
C037,Energy,2025-03-02,2968.35,Natural Gas,1866.88,2023.88,34.36,Sell,166,Disputed,9358.87,High_Demand,2011.22,0
C049,Manufacturing,2025-12-24,1025.2,Mixed Fuel,534.91,608.91,21.76,Sell,168,Verified,15510.15,Price_Surge,772.19,0
C079,Cement,2024-06-03,2336.85,Coal,1564.13,1676.13,28.2,Buy,145,Verified,19078.68,High_Demand,772.8,1
C002,Energy,2025-05-15,940.05,Natural Gas,619.05,491.04999999999995,21.83,Buy,176,Verified,11478.08,High_Demand,1969.48,1
C041,Manufacturing,2024-05-12,568.09,Renewable,229.57,393.57,25.49,Buy,38,Verified,11579.31,Low_Demand,2258.92,1
C042,Steel,2025-08-20,1921.44,Renewable,1234.03,1203.03,22.52,Buy,58,Verified,12010.83,High_Demand,1413.59,1
C020,Manufacturing,2024-12-04,1558.32,Coal,715.1,710.1,21.8,Sell,169,Disputed,6647.72,Price_Surge,1218.0,0
C063,Cement,2024-12-10,2484.91,Natural Gas,1094.11,965.1099999999999,26.77,Sell,44,Disputed,13676.83,Price_Surge,2716.4,0
C059,Manufacturing,2024-10-21,748.48,Mixed Fuel,596.13,423.13,34.24,Buy,70,Verified,5093.74,Price_Surge,2198.03,1
C074,Steel,2024-05-20,1696.44,Coal,1188.19,1115.19,34.28,Buy,184,Disputed,18241.53,High_Demand,553.68,1
C055,Energy,2024-11-03,732.86,Natural Gas,395.85,389.85,20.16,Buy,98,Disputed,18548.68,Low_Demand,1282.66,1
C064,Steel,2024-08-10,1239.3,Mixed Fuel,434.82,497.82,31.19,Sell,139,Verified,14859.31,Low_Demand,1407.19,0
C063,Cement,2024-09-04,1880.26,Mixed Fuel,589.05,583.05,30.97,Sell,81,Disputed,15943.62,Price_Surge,1570.83,0
C003,Cement,2024-10-27,2989.98,Mixed Fuel,1065.84,1068.84,20.91,Sell,171,Verified,6192.28,High_Demand,2256.54,0
C098,Cement,2025-08-18,742.68,Renewable,522.19,664.19,34.63,Buy,80,Disputed,7746.59,Price_Surge,2569.65,1
C061,Cement,2024-10-17,1064.27,Mixed Fuel,559.34,680.34,31.39,Sell,182,Verified,16767.84,High_Demand,845.84,0
C067,Manufacturing,2025-12-23,2627.97,Coal,983.44,812.44,26.32,Sell,147,Disputed,16668.45,High_Demand,2148.16,0
C004,Cement,2024-10-06,2635.98,Coal,1229.97,1312.97,24.04,Sell,182,Disputed,8225.45,High_Demand,2583.49,0
C061,Manufacturing,2025-12-18,1477.44,Coal,1105.98,910.98,22.86,Buy,118,Verified,17727.39,Low_Demand,1730.25,1
C049,Manufacturing,2024-02-18,2688.03,Natural Gas,1580.39,1637.39,29.11,Buy,21,Disputed,6726.77,Low_Demand,795.49,1
C094,Manufacturing,2025-07-15,2428.78,Coal,815.62,659.62,24.08,Sell,137,Disputed,15622.48,High_Demand,1122.92,0
C089,Manufacturing,2024-11-27,1922.78,Coal,888.47,979.47,32.88,Sell,92,Disputed,11054.05,Low_Demand,1936.74,0
C015,Steel,2024-07-16,1097.63,Coal,731.14,867.14,27.82,Sell,28,Verified,19739.2,Low_Demand,2201.81,0
C055,Energy,2024-10-13,1799.55,Mixed Fuel,1067.41,1154.41,29.59,Sell,165,Verified,8498.78,High_Demand,1715.91,0
C066,Cement,2024-05-30,1023.88,Natural Gas,399.99,245.99,20.65,Sell,122,Disputed,15298.79,Price_Surge,718.93,0
C053,Manufacturing,2025-12-12,1283.0,Coal,968.24,828.24,28.57,Sell,72,Disputed,19906.71,Price_Surge,1131.63,0
C004,Cement,2024-12-02,1064.76,Mixed Fuel,636.49,475.49,24.51,Sell,89,Verified,17853.84,Price_Surge,1773.72,0
C015,Manufacturing,2024-07-08,838.36,Mixed Fuel,529.92,723.92,31.4,Buy,125,Verified,12588.82,Price_Surge,861.12,1
C023,Cement,2024-05-01,2488.75,Renewable,1425.12,1347.12,25.91,Sell,159,Verified,7429.07,Low_Demand,1410.27,0
C061,Energy,2025-07-02,2711.71,Mixed Fuel,1444.12,1300.12,22.24,Sell,115,Disputed,18714.69,High_Demand,1021.59,0
C074,Steel,2024-09-04,1499.03,Coal,755.65,887.65,21.64,Buy,80,Verified,17276.23,High_Demand,2433.2,1
C068,Manufacturing,2025-06-26,632.27,Natural Gas,396.84,275.84,26.44,Buy,86,Disputed,14545.39,High_Demand,1753.79,1
C065,Energy,2024-11-24,1714.09,Renewable,638.42,577.42,29.84,Buy,143,Verified,6776.44,Low_Demand,613.92,1
C036,Steel,2025-08-09,1933.26,Mixed Fuel,662.61,601.61,26.16,Buy,126,Verified,18390.44,Price_Surge,819.01,1
C095,Steel,2025-11-06,1498.62,Renewable,567.04,397.03999999999996,25.94,Sell,155,Disputed,17704.95,Low_Demand,2241.81,0
C085,Cement,2025-05-01,1533.21,Mixed Fuel,772.05,705.05,34.96,Buy,124,Disputed,12758.34,High_Demand,1067.05,1
C084,Manufacturing,2025-10-25,1354.97,Coal,552.62,371.62,26.68,Buy,124,Verified,15820.64,Low_Demand,1211.38,1
C031,Manufacturing,2025-04-25,2300.9,Natural Gas,1109.53,1099.53,20.28,Sell,107,Disputed,5402.37,Price_Surge,638.75,0
C077,Manufacturing,2024-08-05,2107.94,Mixed Fuel,1255.23,1206.23,21.47,Sell,38,Disputed,18430.58,Price_Surge,566.72,0
C029,Manufacturing,2025-10-01,2846.84,Coal,2125.26,2053.26,32.22,Sell,79,Verified,16369.94,Price_Surge,533.72,0
C021,Cement,2024-11-29,761.6,Natural Gas,542.09,389.09000000000003,23.2,Buy,91,Disputed,12340.47,High_Demand,2228.27,1
C098,Manufacturing,2025-04-24,503.91,Natural Gas,212.0,382.0,24.98,Sell,137,Verified,17524.76,Price_Surge,2609.3,0
C075,Cement,2024-06-21,1309.14,Mixed Fuel,943.92,784.92,34.08,Sell,187,Verified,12870.02,Price_Surge,2023.1,0
C041,Energy,2024-10-16,1861.73,Natural Gas,949.73,929.73,32.68,Sell,122,Verified,5673.86,Price_Surge,2737.61,0
C005,Cement,2024-08-21,2562.47,Mixed Fuel,1916.26,2048.26,29.1,Buy,27,Disputed,13371.45,High_Demand,587.13,1
C061,Manufacturing,2024-10-12,1893.08,Renewable,674.97,600.97,34.91,Sell,37,Verified,17872.3,Low_Demand,1681.4,0
C028,Cement,2025-02-19,1758.98,Renewable,678.74,699.74,33.48,Sell,116,Verified,7652.77,Low_Demand,1806.59,0
C025,Energy,2024-02-16,2488.29,Renewable,754.71,865.71,33.0,Sell,84,Verified,18945.83,High_Demand,2841.3,0
C062,Manufacturing,2025-01-01,2380.58,Coal,1591.17,1682.17,33.73,Buy,30,Disputed,12312.09,High_Demand,1420.97,1
C068,Steel,2024-10-08,2176.25,Mixed Fuel,945.0,979.0,32.07,Sell,23,Verified,9315.82,Price_Surge,1343.4,0
C014,Energy,2024-02-13,2148.19,Natural Gas,1545.38,1682.38,21.75,Buy,128,Verified,7140.09,High_Demand,1060.64,1
C063,Steel,2025-04-23,1907.73,Mixed Fuel,675.71,673.71,25.65,Buy,77,Verified,10809.78,High_Demand,1137.98,1
C042,Energy,2024-10-21,2424.01,Natural Gas,1463.17,1472.17,24.26,Buy,29,Verified,10867.73,Low_Demand,2834.94,1
C078,Cement,2024-03-24,678.72,Natural Gas,308.63,310.63,34.54,Buy,163,Disputed,13247.51,Low_Demand,2112.06,1
C059,Manufacturing,2024-02-28,1083.33,Natural Gas,457.85,596.85,22.83,Buy,112,Disputed,12825.03,Low_Demand,616.88,1
C054,Energy,2025-12-03,1850.28,Natural Gas,646.28,488.28,22.37,Sell,166,Verified,7441.28,Price_Surge,2776.76,0
C015,Steel,2025-11-11,1556.52,Mixed Fuel,842.15,808.15,33.0,Sell,190,Disputed,7391.99,Price_Surge,1099.93,0
C065,Energy,2024-11-10,549.93,Renewable,243.82,302.82,31.68,Sell,155,Verified,10129.27,Price_Surge,2781.57,0
C044,Manufacturing,2025-07-24,2021.92,Coal,1614.62,1651.62,23.34,Buy,111,Verified,9606.98,Price_Surge,642.22,1
C044,Steel,2024-06-14,1456.41,Renewable,759.41,849.41,32.06,Buy,104,Verified,8474.17,Low_Demand,2683.14,1
C078,Manufacturing,2024-03-17,2313.86,Mixed Fuel,1825.2,1702.2,32.82,Buy,129,Disputed,8599.08,Price_Surge,810.98,1
C099,Energy,2025-01-31,978.26,Coal,642.53,557.53,27.97,Sell,94,Verified,19875.55,Price_Surge,2566.99,0
C009,Cement,2025-11-12,509.16,Natural Gas,248.54,185.54,22.56,Sell,65,Verified,7447.09,Price_Surge,643.01,0
C055,Manufacturing,2024-07-27,1180.38,Renewable,588.95,589.95,25.38,Buy,71,Verified,7755.08,Low_Demand,706.1,1
C027,Energy,2025-06-13,1505.27,Mixed Fuel,1141.18,966.1800000000001,22.15,Buy,34,Disputed,9920.6,Price_Surge,2831.2,1
C010,Energy,2025-05-22,1955.85,Renewable,1419.6,1338.6,20.46,Buy,25,Disputed,7120.88,Low_Demand,805.67,1
C081,Cement,2024-07-18,1291.62,Mixed Fuel,765.73,913.73,28.44,Buy,186,Disputed,15864.87,High_Demand,1380.59,1
C072,Steel,2025-02-17,2236.8,Mixed Fuel,1543.34,1419.34,28.86,Sell,185,Verified,18879.74,Price_Surge,1634.12,0
C013,Manufacturing,2025-01-06,721.22,Renewable,476.9,508.9,34.64,Sell,148,Disputed,12648.73,High_Demand,2132.98,0
C044,Steel,2024-07-17,1271.56,Mixed Fuel,533.54,477.53999999999996,32.28,Buy,164,Disputed,9540.57,Price_Surge,1903.45,1
C058,Cement,2024-02-24,2458.68,Coal,1801.86,1932.86,29.96,Sell,41,Disputed,16424.99,Low_Demand,639.74,0
C085,Manufacturing,2024-08-13,1341.25,Mixed Fuel,1068.57,883.5699999999999,20.94,Sell,78,Disputed,13829.11,Low_Demand,2938.82,0
C007,Steel,2024-10-18,1987.75,Renewable,1405.0,1334.0,31.77,Buy,77,Verified,11367.28,Price_Surge,730.23,1
C071,Energy,2025-06-30,762.14,Natural Gas,586.51,424.51,22.59,Buy,129,Disputed,11983.75,High_Demand,1332.9,1
C064,Manufacturing,2025-06-15,2312.32,Coal,1728.0,1858.0,34.15,Buy,178,Verified,6759.03,Price_Surge,2259.8,1
C045,Steel,2025-06-22,808.85,Renewable,412.64,331.64,34.4,Sell,40,Verified,6965.16,High_Demand,727.42,0
C046,Cement,2025-10-02,862.3,Coal,683.78,493.78,25.64,Sell,165,Disputed,13247.66,Low_Demand,1095.55,0
C060,Cement,2024-04-29,1238.29,Renewable,961.27,840.27,22.66,Sell,65,Disputed,8684.62,Low_Demand,2639.01,0
C050,Steel,2025-10-26,2542.95,Coal,1586.72,1720.72,34.47,Sell,115,Disputed,12880.02,Price_Surge,1765.76,0
C038,Cement,2024-08-15,1971.34,Coal,1183.06,1173.06,31.89,Sell,171,Disputed,15044.43,High_Demand,2306.96,0
C095,Steel,2025-06-30,2779.23,Natural Gas,855.86,966.86,27.33,Sell,73,Verified,6116.81,Price_Surge,1441.08,0
C093,Cement,2024-05-23,1962.95,Renewable,819.57,891.57,27.12,Sell,131,Disputed,18634.23,Price_Surge,1330.54,0
C001,Manufacturing,2024-09-18,1428.8,Natural Gas,1057.12,1256.12,29.06,Sell,92,Verified,11390.69,High_Demand,2379.56,0
C029,Manufacturing,2025-03-09,2036.25,Mixed Fuel,1595.0,1769.0,25.25,Buy,81,Disputed,11126.14,Price_Surge,1688.36,1
C086,Steel,2025-12-12,1348.62,Natural Gas,848.96,778.96,30.67,Buy,86,Disputed,18527.34,High_Demand,2206.29,1
C040,Steel,2025-09-09,659.96,Mixed Fuel,259.07,361.07,24.83,Buy,116,Verified,14164.31,Low_Demand,1746.42,1
C030,Energy,2024-10-29,2602.06,Natural Gas,1730.18,1566.18,34.39,Buy,180,Disputed,17630.11,High_Demand,1503.03,1
C029,Energy,2025-11-23,2520.53,Natural Gas,1842.41,1704.41,31.97,Sell,135,Disputed,6793.44,Price_Surge,782.26,0
C081,Energy,2025-06-06,2702.51,Renewable,999.47,1106.47,30.66,Sell,152,Disputed,18545.32,High_Demand,2528.87,0
C048,Steel,2025-08-23,1429.05,Coal,1106.49,1154.49,26.25,Sell,191,Disputed,18153.34,Low_Demand,1427.27,0
C089,Steel,2025-12-07,854.09,Natural Gas,423.06,486.06,26.08,Buy,84,Verified,5513.29,Price_Surge,1436.0,1
C072,Steel,2024-07-24,731.43,Mixed Fuel,413.49,562.49,29.42,Sell,35,Disputed,17656.56,High_Demand,560.01,0
C055,Cement,2024-10-06,1830.52,Natural Gas,786.23,855.23,28.44,Sell,46,Disputed,9982.01,Low_Demand,2253.22,0
C086,Cement,2025-09-23,1891.37,Natural Gas,1441.53,1338.53,27.22,Buy,101,Disputed,17534.15,High_Demand,1084.02,1
C084,Steel,2024-03-09,877.15,Renewable,464.22,313.22,31.78,Sell,110,Verified,8189.5,Low_Demand,1189.48,0
C095,Cement,2024-02-13,2145.21,Mixed Fuel,1122.37,957.3699999999999,23.95,Buy,169,Disputed,6085.4,Low_Demand,2618.97,1
C089,Cement,2024-09-16,2031.59,Mixed Fuel,871.94,930.94,26.46,Buy,173,Verified,17606.43,High_Demand,2273.0,1
C014,Energy,2025-02-12,2778.18,Coal,853.59,679.59,25.2,Buy,129,Verified,6321.2,High_Demand,1091.07,1
C027,Manufacturing,2024-02-10,739.06,Renewable,292.44,490.44,26.33,Sell,113,Verified,11404.82,High_Demand,933.7,0
C032,Energy,2025-08-10,1487.97,Renewable,765.95,948.95,22.82,Sell,57,Verified,13980.4,High_Demand,1270.33,0
C055,Energy,2024-11-30,1487.72,Mixed Fuel,513.06,428.05999999999995,21.8,Buy,121,Disputed,12931.7,Price_Surge,2565.02,1
C085,Cement,2024-09-22,1772.36,Mixed Fuel,674.7,747.7,25.0,Sell,87,Verified,12631.0,Price_Surge,2876.92,0
C046,Energy,2025-08-10,1397.34,Renewable,895.69,710.69,34.03,Buy,59,Verified,12664.37,Price_Surge,2015.67,1
C025,Energy,2025-07-30,1290.9,Coal,701.91,683.91,27.08,Sell,134,Disputed,13205.28,Price_Surge,2912.72,0
C044,Energy,2024-08-01,2915.93,Natural Gas,1379.08,1330.08,30.75,Buy,191,Verified,6469.45,Low_Demand,2274.4,1
C010,Cement,2024-09-29,1626.37,Coal,841.08,790.08,21.89,Sell,74,Verified,15445.21,Low_Demand,627.32,0
C088,Energy,2025-12-23,977.51,Renewable,418.88,569.88,25.73,Buy,196,Disputed,18159.2,High_Demand,1795.3,1
C097,Steel,2024-03-27,2461.83,Natural Gas,865.87,682.87,25.18,Sell,177,Disputed,17210.2,Low_Demand,1536.31,0
C084,Manufacturing,2024-04-29,924.24,Natural Gas,311.5,277.5,27.81,Buy,86,Disputed,8319.84,Price_Surge,1246.92,1
C050,Cement,2024-11-05,2082.24,Renewable,970.72,886.72,30.78,Buy,57,Verified,12517.28,Price_Surge,1587.01,1
C093,Cement,2024-06-24,1217.39,Mixed Fuel,856.13,875.13,32.99,Sell,59,Verified,19249.38,Low_Demand,952.91,0
C092,Cement,2024-01-29,1139.57,Renewable,577.23,685.23,27.55,Buy,63,Verified,17077.44,High_Demand,2031.16,1
C080,Cement,2024-06-19,1836.21,Coal,914.41,855.41,29.52,Buy,119,Disputed,11035.55,Price_Surge,2393.57,1
C095,Manufacturing,2024-09-06,1140.79,Coal,773.36,810.36,25.69,Buy,90,Verified,17095.34,Low_Demand,619.46,1
C029,Energy,2024-01-01,1021.14,Coal,538.28,468.28,20.41,Sell,49,Disputed,15500.67,Low_Demand,788.84,0
C015,Cement,2024-11-17,1013.28,Natural Gas,544.6,682.6,30.28,Sell,30,Disputed,13705.43,High_Demand,568.35,0
C007,Manufacturing,2025-06-19,1683.65,Natural Gas,713.78,791.78,23.43,Buy,180,Verified,13005.14,Low_Demand,2605.05,1
C023,Manufacturing,2024-02-28,1529.31,Renewable,1177.53,1221.53,33.99,Sell,106,Verified,11221.21,Low_Demand,2632.52,0
C098,Manufacturing,2024-10-16,2201.14,Mixed Fuel,1339.65,1455.65,29.89,Sell,34,Disputed,18798.44,Low_Demand,2062.03,0
C070,Energy,2024-06-23,2043.73,Mixed Fuel,1358.8,1181.8,30.15,Buy,186,Verified,14289.9,Price_Surge,1171.84,1
C021,Manufacturing,2024-10-31,2867.96,Renewable,1813.18,1796.18,27.94,Sell,100,Verified,14222.57,Price_Surge,2729.94,0
C051,Cement,2025-11-17,1037.3,Coal,552.68,517.68,32.94,Sell,162,Verified,16410.78,Price_Surge,2867.84,0
C100,Manufacturing,2025-11-22,2755.38,Natural Gas,1153.24,1076.24,20.75,Buy,105,Disputed,9519.14,High_Demand,2688.83,1
C047,Cement,2024-05-30,977.07,Coal,579.64,467.64,30.69,Sell,62,Verified,7819.49,Price_Surge,2405.88,0
C020,Energy,2025-10-16,2046.49,Renewable,1014.12,1189.12,28.6,Buy,129,Disputed,19266.15,Price_Surge,2124.57,1
C091,Energy,2025-10-05,2237.03,Renewable,951.68,904.68,23.9,Buy,43,Verified,6143.09,High_Demand,1424.39,1
C062,Energy,2025-03-05,1220.66,Natural Gas,748.99,911.99,21.55,Sell,22,Verified,19562.38,Price_Surge,1826.82,0
C027,Energy,2025-01-21,1675.76,Coal,584.7,562.7,24.46,Buy,199,Verified,17868.09,Low_Demand,2301.88,1
C004,Steel,2025-07-26,1386.56,Natural Gas,563.89,466.89,33.78,Sell,116,Verified,18026.81,Price_Surge,1510.83,0
C054,Steel,2025-10-08,2514.71,Renewable,1964.81,1802.81,27.43,Buy,88,Verified,9929.65,Price_Surge,2297.42,1
C035,Steel,2025-05-27,1656.84,Mixed Fuel,1250.81,1250.81,34.37,Sell,103,Disputed,14137.87,Price_Surge,1484.6,0
C020,Manufacturing,2025-09-18,688.71,Coal,257.36,155.36,27.16,Sell,179,Disputed,16554.5,Low_Demand,2237.11,0
C044,Manufacturing,2024-05-29,2894.93,Mixed Fuel,1539.58,1392.58,28.74,Buy,59,Verified,17237.65,Price_Surge,2131.83,1
C027,Manufacturing,2024-12-23,2770.37,Renewable,1499.69,1367.69,29.66,Sell,124,Verified,13805.48,Low_Demand,2809.52,0
C069,Energy,2025-03-10,2646.82,Mixed Fuel,1001.58,923.58,26.77,Buy,100,Disputed,12792.59,Low_Demand,1629.33,1
C060,Cement,2025-04-23,505.34,Mixed Fuel,219.64,263.64,32.68,Sell,37,Verified,12730.89,High_Demand,1891.96,0
C040,Steel,2024-11-30,2599.82,Natural Gas,1331.42,1373.42,24.37,Sell,67,Disputed,15364.37,Price_Surge,1270.22,0
C097,Cement,2025-10-18,1297.37,Natural Gas,754.33,660.33,25.39,Buy,138,Disputed,6590.76,High_Demand,1701.27,1
C047,Cement,2024-05-23,1057.09,Coal,342.05,179.05,21.9,Sell,159,Verified,12176.28,Low_Demand,2746.15,0
C047,Steel,2024-03-30,2188.89,Renewable,1050.78,979.78,22.38,Buy,150,Disputed,6696.15,Price_Surge,2151.46,1
C023,Energy,2025-12-14,1477.59,Mixed Fuel,979.5,964.5,32.39,Sell,53,Disputed,8885.84,High_Demand,533.07,0
C017,Steel,2024-06-06,2540.53,Renewable,1792.78,1640.78,22.49,Buy,54,Verified,15280.8,Price_Surge,1669.13,1
C014,Energy,2025-04-22,1999.98,Coal,1393.97,1374.97,25.21,Sell,54,Verified,8537.36,High_Demand,1561.88,0
C093,Manufacturing,2025-12-22,2079.16,Mixed Fuel,641.04,780.04,32.17,Sell,175,Disputed,11069.73,Price_Surge,1173.81,0
C029,Steel,2025-10-08,2157.87,Mixed Fuel,1286.1,1231.1,23.3,Buy,135,Verified,11870.21,Price_Surge,583.6,1
C045,Energy,2025-08-05,2878.05,Renewable,1106.0,1103.0,34.55,Sell,124,Verified,12426.37,Low_Demand,2638.54,0
C028,Cement,2025-02-06,1696.79,Renewable,1103.22,954.22,23.2,Sell,70,Verified,16293.83,Low_Demand,1594.96,0
C076,Cement,2024-07-04,1733.3,Mixed Fuel,648.69,566.69,26.38,Sell,129,Disputed,8137.35,High_Demand,1908.84,0
C044,Manufacturing,2024-02-02,1517.7,Mixed Fuel,982.79,843.79,21.95,Sell,180,Verified,18208.29,High_Demand,2509.8,0
C034,Energy,2024-07-19,2148.9,Natural Gas,1161.2,978.2,34.98,Buy,162,Verified,9041.65,High_Demand,1793.66,1
C049,Energy,2024-04-30,1359.51,Mixed Fuel,613.7,747.7,31.71,Sell,27,Disputed,10818.48,Low_Demand,2592.61,0
C073,Cement,2025-12-05,1209.06,Natural Gas,711.86,818.86,26.7,Sell,139,Disputed,7062.21,Price_Surge,1898.97,0
C035,Steel,2024-08-21,1109.07,Coal,461.27,435.27,29.88,Sell,114,Verified,15545.46,Low_Demand,2851.95,0
C044,Steel,2024-07-28,2192.22,Mixed Fuel,751.19,848.19,25.28,Buy,184,Verified,14842.01,Low_Demand,1994.88,1
C011,Manufacturing,2025-01-12,653.07,Mixed Fuel,492.97,638.97,31.54,Buy,117,Disputed,13388.52,Price_Surge,2674.13,1
C063,Manufacturing,2025-12-19,2098.84,Coal,822.39,674.39,30.81,Buy,165,Verified,18544.68,Low_Demand,2372.14,1
C005,Cement,2025-12-25,647.67,Coal,227.08,41.08000000000001,25.32,Buy,42,Verified,8850.48,Low_Demand,1680.79,1
C081,Cement,2025-07-26,909.86,Mixed Fuel,621.88,591.88,27.61,Sell,94,Verified,6413.74,Price_Surge,1629.42,0
C064,Manufacturing,2024-03-27,1682.29,Natural Gas,607.71,695.71,34.62,Sell,147,Verified,7263.69,Low_Demand,914.54,0
C054,Energy,2025-11-11,2148.18,Coal,1383.1,1571.1,22.02,Sell,37,Verified,7126.5,Price_Surge,2015.17,0
C054,Manufacturing,2024-03-04,1702.48,Natural Gas,850.81,696.81,29.04,Buy,25,Disputed,15219.54,Low_Demand,2772.59,1
C056,Cement,2025-12-22,828.13,Mixed Fuel,398.73,393.73,31.11,Sell,38,Disputed,16041.37,Low_Demand,2813.58,0
C088,Steel,2024-07-09,1623.44,Natural Gas,558.32,744.32,28.79,Buy,31,Verified,12540.78,Low_Demand,2212.44,1
C079,Cement,2024-05-05,2061.73,Mixed Fuel,1558.05,1421.05,28.49,Buy,113,Verified,15832.86,Price_Surge,1751.6,1
C029,Steel,2024-03-01,1589.41,Renewable,557.58,380.58000000000004,22.25,Buy,32,Verified,11449.38,Price_Surge,618.63,1
C003,Steel,2025-04-21,2054.56,Mixed Fuel,1346.95,1459.95,28.16,Sell,198,Verified,12450.69,Price_Surge,1243.91,0
C095,Steel,2025-10-05,1041.59,Renewable,441.66,581.6600000000001,25.31,Buy,74,Disputed,19152.43,High_Demand,1095.87,1
C077,Steel,2025-06-01,1458.62,Coal,1025.58,1155.58,20.87,Sell,131,Disputed,13248.51,Low_Demand,677.37,0
